Name,Positions,KeyPasses,Dribble,Dispossed,BadControl
Fabio Quagliarella,",  FW  ",0.2	,0.1	,0.2	,1.2	
Portu,",  M(CLR),FW  ",0.4	,0.4	,0.2	,1	
Carlos Vinícius,",  FW  ",0.3	,-	,0.8	,1.3	
Karamoko Dembele,",  Forward  ",0.3	,0.1	,0.7	,0.6	
Abdón Prats,",  FW  ",0.1	,0.1	,0.5	,0.4	
Oier Zarraga,",  M(CR)  ",0.2	,0.1	,0.4	,0.2	
Irvin Cardona,",  AM(L),FW  ",0.3	,0.1	,0.3	,0.7	
Kévin Biakolo,",  Midfielder  ",0.2	,0.1	,0.5	,0.8	
Patrick Herrmann,",  M(LR),FW  ",0.2	,-	,0.2	,-	
Mikael Ellertsson,",  Midfielder  ",0.1	,0.1	,0.2	,0.2	
