Name,Positions,AveragePasses,Crosses,LongBalls,ThroughBalls
Samuele Birindelli,",  M(R)  ",20.3	,1.2	,0.6	,-	
Tyrell Malacia,",  D(L)  ",23.8	,0.2	,0.6	,-	
Karim Adeyemi,",  AM(R),FW  ",15.2	,-	,0.4	,-	
Silvan Widmer,",  D(CR),M(R)  ",27.8	,0.1	,1.2	,-	
Andrea Consigli,",  GK  ",41	,-	,9.8	,-	
Nicola Zalewski,",  M(L)  ",24.4	,0.4	,1.9	,0.1	
Amine Salama,",  FW  ",9.5	,-	,0.1	,-	
Ivan Sunjic,",  DMC  ",24.1	,-	,1.2	,0.1	
Rafa Mir,",  FW  ",9.3	,-	,0.1	,-	
Darko Lazovic,",  M(CLR)  ",22.6	,0.9	,1.1	,0.2	
Joakim Maehle,",  D(LR),M(LR)  ",28.5	,0.2	,0.8	,0.1	
Gian Marco Ferrari,",  D(C)  ",48.8	,-	,4.6	,-	
Adrien Thomasson,",  M(CLR)  ",32.7	,0.2	,1	,0.1	
Rick Karsdorp,",  D(R),M(R)  ",23.9	,0.1	,1.3	,0.2	
Mitchell van Bergen,",  AM(LR),FW  ",7.6	,0.5	,0.1	,-	
Mateo Kovacic,",  M(CL)  ",43.8	,0.1	,1.6	,0.1	
Thomas Henry,",  FW  ",14.1	,-	,0.3	,0.1	
Cristiano Ronaldo,",  M(L),FW  ",15.8	,-	,0.1	,-	
Joaquín Correa,",  AM(CL),FW  ",6.8	,-	,0.3	,0.2	
Victor Chust,",  D(C)  ",35.5	,-	,5.1	,-	
Matheus Henrique,",  M(C)  ",27.9	,-	,1.3	,-	
Sanjin Prcic,",  M(C)  ",39.2	,0.4	,4.2	,0.2	
Rubén Vargas,",  AM(CLR),FW  ",11.5	,0.1	,0.3	,-	
Rodrigo Riquelme,",  AM(C)  ",15.2	,0.2	,0.4	,-	
Jérémy Le Douaron,",  AM(L),FW  ",8	,0.1	,-	,-	
Charles Pickel,",  M(C)  ",27.9	,-	,0.9	,-	
Nemanja Maksimovic,",  M(C)  ",15.8	,0.1	,0.3	,-	
Marlon Santos,",  D(C)  ",48.8	,0.3	,1.9	,-	
Sofyan Amrabat,",  DMC  ",44.2	,0.4	,4.8	,-	
Michail Antonio,",  D(R),M(CLR),FW  ",7.6	,0.1	,0.1	,-	
Miguel Veloso,",  M(C)  ",26.6	,1	,2.3	,0.1	
Gonçalo Guedes,",  AM(CLR),FW  ",14.1	,0.6	,0.7	,-	
Leandro Paredes,",  DMC  ",28.7	,0.4	,2.1	,-	
Thomas Delaine,",  D(L),M(LR)  ",22.9	,0.7	,0.3	,-	
Elvis Rexhbecaj,",  M(C)  ",25.4	,0.1	,0.9	,-	
Íñigo Eguaras,",  M(C)  ",25.9	,0.1	,1.8	,0.3	
Rodri,",  AM(LR)  ",29.2	,0.2	,0.8	,-	
Joseba Zaldua,",  D(R)  ",21.4	,0.3	,1.1	,-	
Lee Buchanan,",  D(L),M(L)  ",9.9	,0.1	,0.9	,-	
Sergi Gómez,",  D(CR)  ",40.6	,0.1	,3.4	,-	
Thilo Kehrer,",  D(CLR),M(R)  ",47.3	,0.1	,2	,-	
Alexis Claude-Maurice,",  AM(CL)  ",9.9	,0.1	,0.1	,-	
Fred,",  M(C)  ",22.8	,0.1	,0.7	,0.1	
Daniel-Kofi Kyereh,",  AM(CLR),FW  ",15	,-	,0.2	,-	
Josko Gvardiol,",  D(CL)  ",55	,0.1	,3.3	,-	
Nicolò Cambiaghi,",  Forward  ",9	,-	,0.3	,-	
Riccardo Saponara,",  AM(CL)  ",14.6	,0.3	,0.3	,0.1	
Gianluca Caprari,",  AM(CLR),FW  ",26.5	,0.5	,0.7	,-	
Philippe Coutinho,",  M(CLR)  ",22.3	,0.2	,0.4	,-	
Falaye Sacko,",  D(CR),M(R)  ",29.6	,0.4	,0.8	,-	
Jeison Murillo,",  D(C)  ",37.4	,-	,2.4	,-	
Alex Ferrari,",  D(CR)  ",37.5	,-	,2.5	,-	
Lucas Boyé,",  AM(L),FW  ",15.1	,0.4	,0.8	,0.1	
Tommaso Pobega,",  M(C)  ",19.8	,-	,1	,-	
Steve Cook,",  D(C)  ",37.9	,0.1	,2.7	,-	
Clément Vidal,",  D(C)  ",34	,0.1	,3.1	,-	
Enzo Tchato Mbiayi,",  D(R)  ",19.6	,0.6	,0.6	,-	
Grejohn Kyei,",  FW  ",8.7	,0.1	,0.4	,-	
Mathieu Coutadeur,",  M(C)  ",45.3	,0.1	,3.4	,-	
Ilia Gruev,",  DMC  ",26.3	,0.3	,1.1	,-	
Kevin Trapp,",  GK  ",21.5	,-	,3.6	,-	
Cristian Gamboa,",  D(R),M(R)  ",30.1	,0.7	,3.7	,-	
Nicolas Haas,",  M(C)  ",19.2	,-	,0.6	,-	
Mahdi Camara,",  D(CR),DMC  ",24.6	,-	,0.6	,-	
Romain Hamouma,",  M(CLR),FW  ",16.9	,0.9	,0.5	,-	
Mehdi Léris,",  M(CLR)  ",22.4	,0.1	,1.1	,-	
Isaac Success,",  AM(LR),FW  ",16.4	,-	,0.4	,-	
Leandro Barreiro,",  DMC  ",12.2	,0.1	,0.3	,-	
Juan Cruz,",  D(CL)  ",27.4	,0.7	,0.7	,-	
Largie Ramazani,",  FW  ",11.3	,0.1	,0.6	,0.1	
Martin Hongla,",  D(C),DMC  ",22.6	,0.1	,1.3	,-	
Aritz Elustondo,",  D(CR)  ",31.7	,0.2	,1.6	,-	
Lewis O'Brien,",  D(L),M(CL)  ",17.5	,-	,0.2	,-	
Stanley Nsoki,",  D(CL)  ",45.2	,-	,2	,-	
Raúl García,",  M(CLR),FW  ",8.5	,0.1	,0.3	,0.1	
Adam Armstrong,",  AM(CLR),FW  ",14.6	,0.1	,0.5	,-	
Jamie Vardy,",  AM(L),FW  ",7.2	,-	,0.1	,-	
Gauthier Gallon,",  GK  ",24.1	,-	,3.3	,-	
Jean-Paul Boëtius,",  AM(CL),FW  ",20.1	,0.1	,1.3	,-	
Arnaud Souquet,",  D(CR),M(R)  ",10.3	,0.1	,0.4	,0.1	
Remo Freuler,",  DMC  ",32.5	,0.1	,1.2	,-	
Kike García,",  FW  ",6.1	,-	,-	,-	
Pedro Bigas,",  D(CL)  ",38.3	,0.1	,2.5	,-	
Adama Soumaoro,",  D(CR)  ",34.1	,-	,1	,-	
Denis Huseinbasic,",  Midfielder  ",14.8	,-	,0.4	,-	
Mattia Caldara,",  D(C)  ",31.3	,-	,1.2	,-	
Fabio Miretti,",  AM(C)  ",19.8	,0.4	,0.5	,-	
Antonín Barak,",  AM(CR)  ",23.7	,-	,1	,-	
Tolgay Arslan,",  M(C)  ",16.4	,-	,1.4	,-	
Riad Nouri,",  Midfielder  ",17.3	,1.2	,0.5	,-	
Samú Costa,",  M(C)  ",32.1	,-	,3	,-	
Anthony Elanga,",  AM(LR)  ",10.5	,0.1	,0.2	,-	
Yasser Larouci,",  D(L)  ",23.5	,0.6	,0.4	,0.2	
Pierrick Capelle,",  D(L),M(CLR)  ",21.3	,0.2	,0.9	,-	
Dennis Appiah,",  D(CLR),M(R)  ",25.1	,0.3	,0.6	,-	
Giulio Maggiore,",  M(C)  ",35.1	,0.1	,1.2	,0.1	
Jacob Murphy,",  D(R),M(LR)  ",9.5	,0.2	,-	,0.1	
Habib Diarra,",  M(C)  ",18.2	,-	,0.6	,-	
Pablo Rosario,",  D(C),DMC  ",37.4	,0.1	,2.1	,-	
Hugo Mallo,",  D(CR),M(R)  ",42.1	,0.5	,1.5	,-	
Jeong Woo-Yeong,",  AM(CR),FW  ",12.2	,0.2	,0.2	,-	
Nedim Bajrami,",  AM(C)  ",16.6	,0.5	,0.5	,-	
Soualiho Meïté,",  M(C)  ",25.4	,0.1	,0.9	,-	
Lorenzo Colombo,",  FW  ",7.5	,-	,0.1	,-	
Marcos André,",  FW  ",4.1	,-	,-	,0.1	
Rui Patrício,",  GK  ",21.9	,-	,4.2	,-	
Riccardo Orsolini,",  M(CR),FW  ",16	,0.4	,1	,-	
Odilon Kossounou,",  D(CR)  ",28.1	,0.1	,0.6	,-	
Sékou Mara,",  FW  ",3.7	,-	,0.1	,0.1	
Sargis Adamyan,",  AM(CLR),FW  ",7.5	,0.3	,0.4	,0.1	
Luis Hernández,",  D(CR)  ",37.5	,0.1	,3.3	,-	
Juan Carlos Martín,",  GK  ",28.9	,-	,4.1	,-	
Dominick Drexler,",  AM(CLR)  ",18.5	,0.3	,0.6	,-	
Morten Thorsby,",  M(CLR)  ",8.4	,-	,0.3	,-	
Atakan Karazor,",  D(C),DMC  ",21.2	,-	,0.8	,-	
Florian Müller,",  GK  ",33.1	,-	,6.8	,-	
Jerdy Schouten,",  DMC  ",35.4	,-	,1.1	,-	
Simon Zoller,",  AM(LR),FW  ",14.1	,0.1	,0.7	,0.1	
Valère Germain,",  AM(CLR),FW  ",8.1	,-	,-	,-	
Andoni Gorosabel,",  D(R)  ",31.6	,0.4	,1.6	,-	
Remi Oudin,",  M(CLR),FW  ",10.1	,0.2	,0.7	,-	
Joan Jordán,",  M(C)  ",42.8	,-	,2.8	,0.1	
Alex Král,",  DMC  ",25.6	,-	,1.5	,0.1	
Federico Bonazzoli,",  AM(C),FW  ",15.4	,0.1	,1.4	,-	
Frank Onyeka,",  DMC  ",10.6	,-	,0.3	,-	
José Morales,",  D(R),M(CLR),FW  ",5.8	,-	,0.2	,-	
Iago,",  D(L),M(L)  ",25.8	,0.5	,1.5	,-	
Benjamin Leroy,",  GK  ",21.3	,-	,5.6	,-	
Wilfred Ndidi,",  D(C),DMC  ",42.3	,-	,0.6	,-	
Toni Villa,",  AM(CL)  ",11.4	,0.2	,0.2	,-	
Javier Puado,",  AM(LR),FW  ",13.2	,-	,0.4	,-	
Iddrisu Baba,",  DMC  ",17.8	,-	,1.3	,-	
Angelo Stiller,",  DMC  ",14	,0.1	,0.8	,0.1	
Pavel Kaderábek,",  D(R),M(LR)  ",20.8	,0.8	,0.6	,-	
Pascal Stenzel,",  D(CR),M(R)  ",11.2	,0.3	,2	,-	
Scott McKenna,",  D(C)  ",41.4	,0.1	,2.1	,-	
Kevin Kampl,",  M(CLR)  ",34.3	,0.1	,1.4	,0.1	
Rasmus Højlund,",  Forward  ",9.7	,-	,0.2	,-	
Luka Milivojevic,",  DMC  ",16.8	,-	,0.9	,-	
Borja Mayoral,",  FW  ",19.6	,0.1	,0.6	,0.1	
Davie Selke,",  FW  ",5.1	,-	,-	,-	
Nélson Semedo,",  D(LR),M(R)  ",19.8	,0.3	,0.8	,0.1	
Samuel Moutoussamy,",  M(CL)  ",27.2	,-	,1.1	,-	
Théo Bongonda,",  AM(LR)  ",11	,0.1	,0.2	,-	
Enzo Ebosse,",  D(C)  ",31.5	,0.1	,2.5	,-	
Papu Gómez,",  M(CLR),FW  ",28.6	,0.6	,2.1	,0.2	
Amadou Haidara,",  M(CLR)  ",21.2	,-	,1.1	,0.1	
Shandon Baptiste,",  AM(C)  ",14.8	,0.3	,0.7	,0.1	
Bonke Innocent,",  DMC  ",21.8	,-	,0.6	,-	
Agustín Álvarez Martínez,",  Forward  ",3.9	,-	,0.4	,-	
Milan Djuric,",  FW  ",9.7	,-	,-	,-	
Florian Dietz,",  Forward  ",6.3	,-	,-	,-	
Gumbau,",  DMC  ",29.5	,1.1	,2.5	,-	
Jordi Osei-Tutu,",  D(R),M(LR)  ",8	,0.1	,0.4	,-	
Alfred Duncan,",  DMC  ",17	,0.3	,1	,0.1	
Óscar Mingueza,",  D(CR)  ",28.2	,0.3	,1.3	,-	
Ronaldo Vieira,",  DMC  ",29.7	,-	,1.3	,-	
Sebastian Polter,",  AM(R),FW  ",7.8	,0.1	,0.1	,-	
Islam Slimani,",  FW  ",27.7	,0.1	,0.8	,0.2	
Sven Michel,",  AM(L),FW  ",7.5	,0.1	,0.3	,-	
Sebastian Rudy,",  D(R),M(CR)  ",12.7	,0.4	,0.8	,-	
Fran Beltrán,",  DMC  ",54.4	,0.2	,2.9	,-	
Iván Alejo,",  AM(R)  ",10.6	,0.7	,0.2	,-	
Tanguy Nianzou,",  D(C)  ",35.1	,-	,1	,-	
Federico Di Francesco,",  M(LR),FW  ",10.1	,-	,0.3	,0.1	
Mitchel Bakker,",  D(L),M(L)  ",29.5	,0.2	,1.2	,-	
Omar Mascarell,",  DMC  ",41.2	,0.2	,2.6	,-	
Mikkel Damsgaard,",  AM(CL)  ",12	,0.3	,0.3	,-	
Marcus Coco,",  M(LR),FW  ",9.1	,0.2	,0.4	,-	
Ivan Rakitic,",  M(C)  ",36.1	,0.4	,1.5	,0.1	
Stuart Armstrong,",  AM(CLR)  ",21.6	,0.4	,0.9	,0.1	
Jesús Navas,",  D(R),M(R)  ",33.1	,0.9	,2.9	,-	
Valery Fernández,",  M(L)  ",11.7	,0.1	,0.4	,-	
Thorgan Hazard,",  M(CLR),FW  ",18.6	,0.4	,0.5	,-	
Andreas Bruus,",  D(R)  ",18.1	,1.7	,1.4	,-	
Enzo Millot,",  Midfielder  ",12.5	,0.1	,0.1	,-	
Julian Jeanvier,",  D(C)  ",35.9	,-	,1.9	,-	
Khalil Fayad,",  Midfielder  ",21.3	,-	,0.8	,0.1	
Cyriel Dessers,",  FW  ",11.1	,-	,0.3	,-	
Ezequiel Ponce,",  AM(L),FW  ",8.8	,-	,0.3	,0.1	
Clément Grenier,",  M(CL)  ",16.2	,0.3	,0.6	,-	
Djené Dakonam,",  D(C)  ",31.7	,0.2	,2.4	,-	
Keidi Bare,",  DMC  ",14.9	,0.1	,1	,-	
Yves Bissouma,",  M(C)  ",29	,-	,0.5	,-	
Angelo Fulgini,",  AM(CLR),FW  ",14.5	,0.1	,0.2	,-	
Yannik Keitel,",  DMC  ",12.9	,-	,0.9	,-	
Tanguy Ndombélé,",  M(C)  ",25.7	,-	,0.1	,-	
Léo Leroy,",  DMC  ",12.3	,-	,0.2	,-	
Gonzalo Escalante,",  DMC  ",31.8	,-	,1.1	,-	
Andrea Petagna,",  FW  ",12.6	,-	,0.6	,-	
Armando Broja,",  FW  ",4.4	,-	,-	,-	
Brian Ocampo,",  M(L)  ",14.6	,0.5	,0.7	,-	
Emre Can,",  D(CLR),DMC  ",24.1	,-	,1.4	,-	
Neal Maupay,",  AM(C),FW  ",11.2	,-	,0.3	,-	
Gonçalo Paciência,",  FW  ",6.4	,0.1	,0.2	,-	
José Mari,",  DMC  ",13.1	,-	,1.8	,-	
Marvin Schwäbe,",  GK  ",39.5	,-	,4.7	,-	
Gauthier Hein,",  AM(R)  ",20.8	,0.3	,2.1	,-	
Iké Ugbo,",  FW  ",3.4	,-	,-	,-	
Jim Allevinah,",  AM(LR)  ",12.8	,0.2	,0.2	,-	
Dion Lopy,",  DMC  ",24	,-	,1.5	,-	
Erhan Masovic,",  D(C)  ",28.4	,-	,1.8	,-	
Pablo Sarabia,",  D(L),M(CLR),FW  ",11.7	,0.5	,-	,0.1	
Oliver Burke,",  AM(LR),FW  ",5.1	,-	,-	,-	
Christian Pulisic,",  M(CLR),FW  ",12.1	,-	,0.4	,-	
Valerio Verre,",  AM(CL),FW  ",19.4	,0.4	,1.5	,0.1	
Dyego Sousa,",  FW  ",9.2	,-	,0.1	,0.1	
Kieran Tierney,",  D(CL),M(L)  ",17.2	,0.1	,1.1	,-	
Lucas Alario,",  FW  ",5.5	,-	,0.2	,-	
Kingsley Ehizibue,",  D(R),M(R)  ",13.3	,0.3	,0.5	,-	
Luca Kilian,",  D(C)  ",51.3	,-	,2.3	,-	
Jon Moncayola,",  DMC  ",30.9	,-	,2.6	,0.1	
Liam Henderson,",  AM(C)  ",18.5	,0.5	,0.4	,-	
Matthis Abline,",  Forward  ",1.2	,-	,0.1	,0.1	
Cédric Hountondji,",  D(C)  ",40.6	,-	,1.9	,-	
Nicolò Zaniolo,",  AM(CR),FW  ",14.4	,0.3	,0.8	,0.1	
Taiwo Awoniyi,",  FW  ",7.1	,-	,0.1	,-	
Birger Meling,",  D(LR),DMC  ",18.8	,0.1	,0.9	,-	
Cédric Avinel,",  D(C)  ",27.8	,-	,1.7	,-	
Jens Stage,",  M(C)  ",12.6	,0.1	,0.1	,-	
Daniel Caligiuri,",  D(R),M(CLR),FW  ",9.4	,0.3	,0.7	,-	
Ismaël Diallo,",  D(L)  ",28.9	,0.2	,1.9	,0.2	
Achraf Dari,",  D(C)  ",41.2	,-	,3.8	,-	
Helibelton Palacios,",  D(R)  ",25	,0.2	,0.6	,-	
Adrien Tameze,",  M(C)  ",24.5	,0.1	,1.2	,-	
Kaan Ayhan,",  D(CR),DMC  ",32.9	,-	,3.1	,-	
Chris Wood,",  FW  ",4.9	,-	,0.1	,-	
Lilian Egloff,",  Midfielder  ",6.8	,-	,0.1	,-	
Brennan Johnson,",  AM(CLR),FW  ",12.4	,0.1	,0.2	,-	
Dimitri Foulquier,",  D(CLR),M(R)  ",12.2	,0.3	,0.2	,-	
Erik Botheim,",  Forward  ",5.8	,0.1	,0.1	,-	
Jaidon Anthony,",  AM(L)  ",8.6	,-	,0.4	,-	
Domagoj Bradaric,",  D(L),M(L)  ",19.3	,0.5	,0.6	,-	
Florent Ogier,",  D(C)  ",41	,-	,3	,-	
Michel Aebischer,",  AM(CR)  ",18.9	,0.1	,1	,-	
Javi Hernández,",  Defender  ",22.6	,0.1	,0.9	,-	
Arnaut Danjuma,",  AM(L),FW  ",9	,0.3	,-	,-	
Rayan Raveloson,",  DMC  ",23	,0.2	,1.4	,-	
Raúl Guti,",  DMC  ",19	,-	,0.9	,-	
Anthony Lozano,",  AM(L),FW  ",11.7	,0.1	,-	,-	
Kristoffer Askildsen,",  M(C)  ",12.8	,0.4	,1.2	,-	
Moussa Diarra,",  D(C)  ",19.9	,0.1	,0.8	,-	
Tom Cairney,",  M(CR)  ",17.3	,0.3	,0.9	,-	
Kingsley Schindler,",  D(R),M(R),FW  ",13.8	,0.1	,0.6	,-	
Radamel Falcao,",  FW  ",7.8	,-	,0.2	,-	
Rafael Borré,",  FW  ",9.9	,0.1	,0.4	,-	
Vasilios Lampropoulos,",  D(C)  ",20.4	,-	,0.8	,-	
Luca Pfeiffer,",  FW  ",10.6	,0.1	,0.5	,-	
Sergi Guardiola,",  FW  ",6.7	,0.1	,0.2	,-	
Carles Pérez,",  AM(CR),FW  ",11.9	,-	,0.3	,-	
Lorenzo De Silvestri,",  D(R),M(R)  ",21.8	,0.1	,0.6	,-	
Ibrahima Koné,",  FW  ",5.1	,-	,0.1	,-	
M'Baye Niang,",  AM(LR),FW  ",12	,0.1	,0.4	,-	
Pietro Pellegri,",  FW  ",5	,-	,-	,-	
Toma Basic,",  M(C)  ",12.6	,0.2	,0.1	,0.1	
Ondrej Duda,",  AM(C),FW  ",20.3	,0.2	,1.1	,-	
Robin Gosens,",  D(L),M(CL)  ",8.3	,0.3	,0.3	,-	
Tommaso Augello,",  D(L)  ",36.4	,0.8	,2.1	,-	
Yayah Kallon,",  Forward  ",7.8	,0.4	,-	,-	
Lucas Pérez,",  AM(CR),FW  ",13.9	,0.6	,0.5	,-	
Benjamin Lecomte,",  GK  ",24.7	,-	,8.1	,-	
Jean-Philippe Mateta,",  FW  ",5.5	,-	,-	,-	
Hugo Duro,",  AM(L),FW  ",9.9	,0.1	,0.1	,-	
Mattia Destro,",  FW  ",5.8	,0.1	,0.1	,-	
Rodrigo Battaglia,",  M(C)  ",17.5	,-	,0.5	,-	
Antonio Sánchez,",  AM(CR)  ",13.6	,0.2	,1	,-	
Rubén Alcaraz,",  DMC  ",23.1	,0.6	,2.2	,0.1	
Abdou Harroui,",  DMC,M(R)  ",10.4	,0.1	,0.2	,-	
Eddie Nketiah,",  FW  ",4.2	,-	,0.1	,-	
Kelechi Iheanacho,",  AM(C),FW  ",7	,-	,0.1	,-	
Christian Gytkjær,",  FW  ",5.1	,-	,0.1	,-	
Ryan Gravenberch,",  DMC  ",9.9	,-	,0.2	,-	
Giacomo Quagliata,",  D(L)  ",9.8	,0.6	,0.2	,-	
Kevin Lasagna,",  AM(CL),FW  ",8.9	,0.1	,0.1	,-	
Jesse Lingard,",  AM(CLR),FW  ",17.7	,0.1	,0.5	,-	
Arne Maier,",  M(C)  ",18	,0.6	,0.6	,-	
Dimitrios Nikolaou,",  D(C)  ",45.6	,0.1	,2.7	,-	
Jacob Bruun Larsen,",  AM(CL),FW  ",6.5	,0.2	,-	,-	
Shon Weissman,",  FW  ",5.6	,0.1	,-	,-	
Aleix Vidal,",  D(R),M(LR)  ",13.1	,0.1	,0.3	,-	
Silvère Ganvoula,",  FW  ",5.3	,-	,-	,-	
Ibrahima Diallo,",  DMC  ",21.2	,-	,0.6	,-	
Daniel Ciofani,",  FW  ",4.4	,-	,0.2	,0.1	
Nicolás Melamed,",  AM(L)  ",6.8	,-	,0.2	,-	
Jordan Larsson,",  AM(CR),FW  ",8.7	,-	,0.3	,-	
Tete Morente,",  AM(CLR)  ",19	,0.3	,0.9	,-	
Igor Julio,",  D(C),M(L)  ",52.4	,-	,4.3	,-	
Emmanuel Dennis,",  M(LR),FW  ",9.3	,0.1	,0.4	,-	
Ismail Jakobs,",  D(L),M(L)  ",14.8	,0.3	,0.2	,-	
Sada Thioub,",  M(LR)  ",13.8	,0.1	,0.2	,0.1	
Tariq Lamptey,",  D(R),M(R)  ",7.5	,0.3	,0.1	,-	
Emmanuel Gyasi,",  M(LR),FW  ",17.5	,0.1	,0.1	,-	
Youssouf M'Changama,",  M(C)  ",14.1	,0.5	,1.1	,0.1	
Mohamed Bayo,",  FW  ",4.9	,-	,0.1	,-	
Youssef En-Nesyri,",  FW  ",5.3	,-	,0.1	,-	
Rémy Dugimont,",  Forward  ",5.9	,-	,0.2	,-	
Francesco Caputo,",  FW  ",15.4	,-	,0.3	,-	
Matteo Cancellieri,",  Forward  ",5	,0.1	,-	,-	
Salvi Sánchez,",  AM(R)  ",7.6	,0.2	,0.3	,0.1	
Hwang Hee-Chan,",  AM(CLR),FW  ",6	,0.1	,0.1	,-	
Abdallah Sima,",  AM(R),FW  ",9.1	,0.1	,-	,-	
Joe Gelhardt,",  FW  ",4.6	,-	,-	,0.1	
Fede San Emeterio,",  DMC  ",22.7	,-	,1.6	,-	
Jaime Seoane,",  M(C)  ",7.9	,-	,0.6	,0.1	
Billal Brahimi,",  Forward  ",12.9	,0.5	,0.3	,-	
Mateusz Klich,",  M(C)  ",9.8	,0.1	,0.2	,-	
Andrea Belotti,",  FW  ",6.6	,-	,0.2	,-	
Raoul Bellanova,",  M(R)  ",6.6	,-	,0.1	,-	
Kristijan Bistrovic,",  DMC  ",10.2	,0.9	,0.4	,-	
Manolo Gabbiadini,",  AM(CLR),FW  ",12.9	,-	,0.3	,-	
Domingos Quina,",  M(CL)  ",14.4	,0.3	,0.7	,0.1	
Kenan Karaman,",  AM(CLR),FW  ",8.1	,-	,0.1	,-	
Josan,",  D(R),M(R)  ",9.5	,-	,0.4	,-	
Willian José,",  FW  ",11.7	,-	,0.3	,-	
Sébastien Corchia,",  D(R),M(R)  ",9.2	,0.4	,0.3	,-	
Florent Mollet,",  AM(CLR)  ",15.7	,0.2	,0.3	,-	
Patrick Bamford,",  AM(CLR),FW  ",7.9	,-	,-	,-	
Kevin Spadanuda,",  M(L)  ",10.7	,-	,0.2	,-	
Batista Mendy,",  D(C),DMC  ",37.9	,0.1	,1.5	,-	
Nils Petersen,",  FW  ",2.8	,-	,0.1	,-	
Patrick Osterhage,",  M(C)  ",11.8	,0.1	,0.2	,-	
Danny Latza,",  M(C)  ",9.2	,0.1	,0.1	,-	
Enzo Roco,",  D(C)  ",37	,-	,3.1	,0.1	
Albin Ekdal,",  M(C)  ",17.8	,-	,0.3	,-	
Ado Onaiwu,",  Forward  ",8.4	,-	,-	,-	
Francisco Portillo,",  M(CLR)  ",13.2	,0.1	,0.5	,0.2	
Gonzalo Villar,",  DMC  ",25.9	,0.1	,0.9	,-	
Delano Burgzorg,",  AM(L)  ",3.8	,-	,0.1	,-	
Fabio Quagliarella,",  FW  ",7.5	,0.1	,0.5	,-	
Portu,",  M(CLR),FW  ",9.2	,0.5	,0.3	,-	
Carlos Vinícius,",  FW  ",6.4	,-	,-	,0.1	
Karamoko Dembele,",  Forward  ",4.8	,0.3	,0.1	,-	
Abdón Prats,",  FW  ",3.4	,-	,0.2	,-	
Oier Zarraga,",  M(CR)  ",10.4	,0.1	,-	,-	
Irvin Cardona,",  AM(L),FW  ",5.6	,-	,0.1	,-	
Kévin Biakolo,",  Midfielder  ",8.9	,-	,0.4	,-	
Patrick Herrmann,",  M(LR),FW  ",3.8	,0.2	,0.1	,-	
Mikael Ellertsson,",  Midfielder  ",3.4	,-	,-	,-	
